identificador de la publicación,Identificador de la cuenta,Nombre de usuario de la cuenta,Nombre de la cuenta,Descripción,Duración (segundos),Hora de publicación,Enlace permanente,Tipo de publicación,Comentario sobre los datos,Fecha,Visualizaciones,Alcance,Me gusta,Veces que se ha compartido,Visitas al perfil,Respuestas,Clics en el enlace,Navegación,Toques en stickers,Seguidores
18080810279524257,17841401871496039,360radioco,360 Radio Colombia,,0,03/05/2026 09:48,https://www.instagram.com/stories/360radioco/3846284922013519884,Historia de Instagram,,Total,131,120,2,0,,0,,125,,
18059655782409755,17841401871496039,360radioco,360 Radio Colombia,,49,03/29/2026 19:28,https://www.instagram.com/stories/360radioco/3863941491328954317,Historia de Instagram,,Total,162,147,3,0,,0,,150,,
18117394291725675,17841401871496039,360radioco,360 Radio Colombia,,0,03/29/2026 19:27,https://www.instagram.com/stories/360radioco/3863940981981073033,Historia de Instagram,,Total,162,148,1,0,,0,3.0,156,,
18449798104119523,17841401871496039,360radioco,360 Radio Colombia,,60,03/29/2026 19:25,https://www.instagram.com/stories/360radioco/3863939956188533849,Historia de Instagram,,Total,171,149,2,0,,0,,162,,
18086303246605983,17841401871496039,360radioco,360 Radio Colombia,,0,03/29/2026 19:25,https://www.instagram.com/stories/360radioco/3863939813305400148,Historia de Instagram,,Total,181,158,2,0,,0,1.0,166,,
18107419129853771,17841401871496039,360radioco,360 Radio Colombia,,60,03/29/2026 19:25,https://www.instagram.com/stories/360radioco/3863939649693945468,Historia de Instagram,,Total,183,164,3,0,,0,,172,,
18064993412690474,17841401871496039,360radioco,360 Radio Colombia,,0,03/29/2026 19:24,https://www.instagram.com/stories/360radioco/3863939376930017222,Historia de Instagram,,Total,223,194,2,0,,0,,190,,
17995426949924640,17841401871496039,360radioco,360 Radio Colombia,,31,03/29/2026 11:04,https://www.instagram.com/stories/360radioco/3863687780170126868,Historia de Instagram,,Total,199,174,2,0,1.0,0,,187,,
17965843431027150,17841401871496039,360radioco,360 Radio Colombia,,0,03/29/2026 11:04,https://www.instagram.com/stories/360radioco/3863687636028676729,Historia de Instagram,,Total,200,178,5,0,,0,,178,,
17876376489556318,17841401871496039,360radioco,360 Radio Colombia,,13,03/29/2026 11:04,https://www.instagram.com/stories/360radioco/3863687470991153708,Historia de Instagram,,Total,215,192,3,0,,0,,188,,
17973248514001096,17841401871496039,360radioco,360 Radio Colombia,,0,03/29/2026 11:03,https://www.instagram.com/stories/360radioco/3863687198940247268,Historia de Instagram,,Total,269,235,2,0,5.0,0,,241,,
18096347930101745,17841401871496039,360radioco,360 Radio Colombia,,0,03/26/2026 05:14,https://www.instagram.com/stories/360radioco/3861337177913720360,Historia de Instagram,,Total,272,237,2,0,,0,1.0,235,,
18079514192106235,17841401871496039,360radioco,360 Radio Colombia,,60,03/26/2026 05:14,https://www.instagram.com/stories/360radioco/3861336890218048906,Historia de Instagram,,Total,308,273,9,0,,1,,293,,
17960565212915859,17841401871496039,360radioco,360 Radio Colombia,,0,03/25/2026 18:46,https://www.instagram.com/stories/360radioco/3861020956659967102,Historia de Instagram,,Total,191,163,4,0,,0,4.0,167,,
18003103640856215,17841401871496039,360radioco,360 Radio Colombia,,60,03/25/2026 18:44,https://www.instagram.com/stories/360radioco/3861020027881702875,Historia de Instagram,,Total,199,175,5,0,2.0,1,,181,,
18014877074673089,17841401871496039,360radioco,360 Radio Colombia,,0,03/25/2026 18:08,https://www.instagram.com/stories/360radioco/3861002026667145555,Historia de Instagram,,Total,182,153,2,0,,0,2.0,170,,
17948663214136137,17841401871496039,360radioco,360 Radio Colombia,,15,03/25/2026 17:56,https://www.instagram.com/stories/360radioco/3860995948516656323,Historia de Instagram,,Total,191,157,6,0,2.0,0,,173,,
18043848080530383,17841401871496039,360radioco,360 Radio Colombia,,0,03/25/2026 17:50,https://www.instagram.com/stories/360radioco/3860992738187992793,Historia de Instagram,,Total,189,158,3,0,,0,,170,,
18039769799559412,17841401871496039,360radioco,360 Radio Colombia,,60,03/25/2026 17:48,https://www.instagram.com/stories/360radioco/3860991786466817753,Historia de Instagram,,Total,185,163,5,0,,0,,166,,1.0
18084122933346546,17841401871496039,360radioco,360 Radio Colombia,,0,03/25/2026 17:36,https://www.instagram.com/stories/360radioco/3860985810196015933,Historia de Instagram,,Total,188,168,4,0,,0,2.0,171,,
18345219472243217,17841401871496039,360radioco,360 Radio Colombia,,60,03/25/2026 17:31,https://www.instagram.com/stories/360radioco/3860983105222221188,Historia de Instagram,,Total,183,166,6,0,,0,,170,,
18096138371084983,17841401871496039,360radioco,360 Radio Colombia,,0,03/25/2026 17:15,https://www.instagram.com/stories/360radioco/3860974996491772282,Historia de Instagram,,Total,187,161,6,0,,0,,163,,
18086375465603397,17841401871496039,360radioco,360 Radio Colombia,,60,03/25/2026 17:08,https://www.instagram.com/stories/360radioco/3860971904442474727,Historia de Instagram,,Total,188,166,2,0,,0,,174,,
17853433083638279,17841401871496039,360radioco,360 Radio Colombia,,0,03/25/2026 17:07,https://www.instagram.com/stories/360radioco/3860971376849332366,Historia de Instagram,,Total,194,168,2,0,,0,2.0,169,,
18091998701469601,17841401871496039,360radioco,360 Radio Colombia,,55,03/25/2026 16:54,https://www.instagram.com/stories/360radioco/3860964627954200452,Historia de Instagram,,Total,206,181,3,0,,0,,188,,
18106211593885070,17841401871496039,360radioco,360 Radio Colombia,,0,03/25/2026 16:41,https://www.instagram.com/stories/360radioco/3860957951586870156,Historia de Instagram,,Total,247,219,2,0,3.0,0,,217,,
18096841745002025,17841401871496039,360radioco,360 Radio Colombia,,12,03/24/2026 17:43,https://www.instagram.com/stories/360radioco/3860264446858266224,Historia de Instagram,,Total,227,192,2,0,4.0,0,,185,,
18096269837082869,17841401871496039,360radioco,360 Radio Colombia,,0,03/24/2026 17:43,https://www.instagram.com/stories/360radioco/3860264389404710601,Historia de Instagram,,Total,219,199,2,0,,0,1.0,204,,
18168389647407217,17841401871496039,360radioco,360 Radio Colombia,,60,03/24/2026 17:38,https://www.instagram.com/stories/360radioco/3860261782896387866,Historia de Instagram,,Total,243,214,3,0,2.0,0,,237,,
18083680451346113,17841401871496039,360radioco,360 Radio Colombia,,0,03/24/2026 17:37,https://www.instagram.com/stories/360radioco/3860261551815440385,Historia de Instagram,,Total,325,268,2,0,7.0,0,6.0,277,,
17886527091460900,17841401871496039,360radioco,360 Radio Colombia,,0,03/19/2026 15:40,https://www.instagram.com/stories/360radioco/3856578810825582085,Historia de Instagram,,Total,111,99,3,0,,0,,104,,
17967045864019124,17841401871496039,360radioco,360 Radio Colombia,,60,03/19/2026 15:16,https://www.instagram.com/stories/360radioco/3856566753006876845,Historia de Instagram,,Total,105,92,4,0,,0,,97,,
18568483459043892,17841401871496039,360radioco,360 Radio Colombia,,0,03/19/2026 15:16,https://www.instagram.com/stories/360radioco/3856566605921017314,Historia de Instagram,,Total,104,95,3,0,,0,,95,,
18109881976775955,17841401871496039,360radioco,360 Radio Colombia,,20,03/19/2026 15:14,https://www.instagram.com/stories/360radioco/3856565877085219172,Historia de Instagram,,Total,111,97,5,0,,0,,105,,
18125051878578015,17841401871496039,360radioco,360 Radio Colombia,,0,03/19/2026 14:57,https://www.instagram.com/stories/360radioco/3856556862334713016,Historia de Instagram,,Total,109,97,3,0,,0,,99,,
18000520613733322,17841401871496039,360radioco,360 Radio Colombia,,31,03/19/2026 14:55,https://www.instagram.com/stories/360radioco/3856556274427540915,Historia de Instagram,,Total,119,104,3,0,,0,,110,,
18083336459343849,17841401871496039,360radioco,360 Radio Colombia,#DíaDelHombre @_diegoool,60,03/19/2026 14:55,https://www.instagram.com/stories/360radioco/3856556215187199262,Historia de Instagram,,Total,124,116,3,0,,0,,116,,
17879069691533187,17841401871496039,360radioco,360 Radio Colombia,,0,03/19/2026 07:42,https://www.instagram.com/stories/360radioco/3856337991162052336,Historia de Instagram,,Total,177,156,2,0,1.0,0,,160,,
17876386704544153,17841401871496039,360radioco,360 Radio Colombia,,60,03/18/2026 07:45,https://www.instagram.com/stories/360radioco/3855614728811210375,Historia de Instagram,,Total,155,140,6,0,,0,,143,,
17914985970146846,17841401871496039,360radioco,360 Radio Colombia,,0,03/18/2026 07:45,https://www.instagram.com/stories/360radioco/3855614683823124662,Historia de Instagram,,Total,163,142,2,0,,0,1.0,153,,
18086770051980285,17841401871496039,360radioco,360 Radio Colombia,,60,03/18/2026 07:43,https://www.instagram.com/stories/360radioco/3855614015754380047,Historia de Instagram,,Total,175,151,4,0,,0,,163,,
18143765233428551,17841401871496039,360radioco,360 Radio Colombia,,0,03/18/2026 07:43,https://www.instagram.com/stories/360radioco/3855613885336672132,Historia de Instagram,,Total,177,157,4,0,,0,,156,,
17940079923177541,17841401871496039,360radioco,360 Radio Colombia,,60,03/18/2026 07:42,https://www.instagram.com/stories/360radioco/3855613560680772085,Historia de Instagram,,Total,194,169,2,0,,0,,176,,
18089385166927094,17841401871496039,360radioco,360 Radio Colombia,@fecode.colombia,0,03/18/2026 07:42,https://www.instagram.com/stories/360radioco/3855613138985462956,Historia de Instagram,,Total,240,207,5,0,3.0,0,1.0,200,,1.0
18417648547193685,17841401871496039,360radioco,360 Radio Colombia,,34,03/17/2026 08:10,https://www.instagram.com/stories/360radioco/3854902523685903439,Historia de Instagram,,Total,151,137,8,0,,0,,131,,
17878329711518575,17841401871496039,360radioco,360 Radio Colombia,,0,03/17/2026 08:10,https://www.instagram.com/stories/360radioco/3854902438608637605,Historia de Instagram,,Total,152,141,4,0,,0,,131,,
17951316444108504,17841401871496039,360radioco,360 Radio Colombia,,60,03/17/2026 08:07,https://www.instagram.com/stories/360radioco/3854901003317821424,Historia de Instagram,,Total,164,140,11,0,,2,,147,,
18103332923508443,17841401871496039,360radioco,360 Radio Colombia,,60,03/17/2026 08:04,https://www.instagram.com/stories/360radioco/3854899905022582728,Historia de Instagram,,Total,160,148,4,0,,0,,143,,
18102232201933151,17841401871496039,360radioco,360 Radio Colombia,,0,03/17/2026 08:04,https://www.instagram.com/stories/360radioco/3854899485113987200,Historia de Instagram,,Total,160,149,1,0,,0,,139,,
17897832489411008,17841401871496039,360radioco,360 Radio Colombia,,44,03/17/2026 08:01,https://www.instagram.com/stories/360radioco/3854898160695400441,Historia de Instagram,,Total,165,150,6,0,,2,,148,,
17914793094146385,17841401871496039,360radioco,360 Radio Colombia,,0,03/17/2026 08:01,https://www.instagram.com/stories/360radioco/3854898066776554190,Historia de Instagram,,Total,173,155,0,0,,0,,162,,
18075049049431753,17841401871496039,360radioco,360 Radio Colombia,,44,03/17/2026 07:59,https://www.instagram.com/stories/360radioco/3854897507357093391,Historia de Instagram,,Total,180,155,6,0,,1,,164,,
18067921544286468,17841401871496039,360radioco,360 Radio Colombia,,0,03/17/2026 07:59,https://www.instagram.com/stories/360radioco/3854897024156463487,Historia de Instagram,,Total,185,157,1,0,,0,6.0,165,,
18099549808760615,17841401871496039,360radioco,360 Radio Colombia,,60,03/17/2026 07:57,https://www.instagram.com/stories/360radioco/3854896119990378067,Historia de Instagram,,Total,184,165,6,0,,0,,169,2.0,
17980041006003492,17841401871496039,360radioco,360 Radio Colombia,,0,03/17/2026 07:56,https://www.instagram.com/stories/360radioco/3854895664186973212,Historia de Instagram,,Total,192,175,2,0,,0,,173,,
18428867557185117,17841401871496039,360radioco,360 Radio Colombia,,47,03/17/2026 07:54,https://www.instagram.com/stories/360radioco/3854894439634751702,Historia de Instagram,,Total,215,191,11,0,,1,,192,,
18089088571916905,17841401871496039,360radioco,360 Radio Colombia,,0,03/17/2026 07:54,https://www.instagram.com/stories/360radioco/3854894380562141744,Historia de Instagram,,Total,238,209,4,0,,0,,207,,
18074689529388528,17841401871496039,360radioco,360 Radio Colombia,,60,03/17/2026 07:50,https://www.instagram.com/stories/360radioco/3854892560150340108,Historia de Instagram,,Total,311,269,8,0,4.0,1,,253,,
18115766518725439,17841401871496039,360radioco,360 Radio Colombia,,0,03/16/2026 08:32,https://www.instagram.com/stories/360radioco/3854188763891533119,Historia de Instagram,,Total,252,215,2,0,3.0,0,2.0,230,,
18341023552215771,17841401871496039,360radioco,360 Radio Colombia,,0,03/13/2026 11:24,https://www.instagram.com/stories/360radioco/3852101419180935131,Historia de Instagram,,Total,159,134,7,0,2.0,0,,147,,
18092163419024682,17841401871496039,360radioco,360 Radio Colombia,,0,03/13/2026 11:24,https://www.instagram.com/stories/360radioco/3852101033464357270,Historia de Instagram,,Total,163,140,4,0,,0,,147,,
17896315911271682,17841401871496039,360radioco,360 Radio Colombia,,0,03/13/2026 11:20,https://www.instagram.com/stories/360radioco/3852099254601310554,Historia de Instagram,,Total,171,145,4,0,,0,2.0,152,,
18411713197130595,17841401871496039,360radioco,360 Radio Colombia,,9,03/13/2026 11:19,https://www.instagram.com/stories/360radioco/3852099053509590581,Historia de Instagram,,Total,165,147,8,0,1.0,0,,149,,
18108297715699108,17841401871496039,360radioco,360 Radio Colombia,,0,03/13/2026 11:13,https://www.instagram.com/stories/360radioco/3852095702948538323,Historia de Instagram,,Total,166,148,3,0,,0,,160,,
18309808462278888,17841401871496039,360radioco,360 Radio Colombia,,60,03/13/2026 11:08,https://www.instagram.com/stories/360radioco/3852093131924085348,Historia de Instagram,,Total,440,372,10,1,,0,,168,,
17849647575658083,17841401871496039,360radioco,360 Radio Colombia,,0,03/13/2026 11:07,https://www.instagram.com/stories/360radioco/3852092901203817044,Historia de Instagram,,Total,182,161,5,0,,0,1.0,161,,
17893078296426252,17841401871496039,360radioco,360 Radio Colombia,,60,03/13/2026 10:30,https://www.instagram.com/stories/360radioco/3852073913925134928,Historia de Instagram,,Total,175,160,8,0,,0,,162,,
18077553761435769,17841401871496039,360radioco,360 Radio Colombia,,0,03/13/2026 10:29,https://www.instagram.com/stories/360radioco/3852073691601842764,Historia de Instagram,,Total,186,164,2,0,,0,1.0,172,,
18076469954116983,17841401871496039,360radioco,360 Radio Colombia,,60,03/13/2026 10:27,https://www.instagram.com/stories/360radioco/3852072599413485748,Historia de Instagram,,Total,195,171,7,0,,1,,177,,
18082921808363960,17841401871496039,360radioco,360 Radio Colombia,,0,03/13/2026 10:27,https://www.instagram.com/stories/360radioco/3852072273708978218,Historia de Instagram,,Total,211,177,3,0,,0,,190,,
18194793400358540,17841401871496039,360radioco,360 Radio Colombia,,60,03/13/2026 10:23,https://www.instagram.com/stories/360radioco/3852070613871904890,Historia de Instagram,,Total,232,183,4,1,,0,,212,,
18400198267176079,17841401871496039,360radioco,360 Radio Colombia,,0,03/13/2026 10:23,https://www.instagram.com/stories/360radioco/3852070278570868533,Historia de Instagram,,Total,252,194,3,0,,0,5.0,208,,
18070392359235979,17841401871496039,360radioco,360 Radio Colombia,,60,03/13/2026 10:19,https://www.instagram.com/stories/360radioco/3852068660400028576,Historia de Instagram,,Total,260,210,9,0,1.0,0,,236,,
18081160724597411,17841401871496039,360radioco,360 Radio Colombia,,0,03/13/2026 09:51,https://www.instagram.com/stories/360radioco/3852054334679182715,Historia de Instagram,,Total,319,267,2,0,3.0,0,1.0,280,,
18571867759055227,17841401871496039,360radioco,360 Radio Colombia,,0,03/11/2026 05:59,https://www.instagram.com/stories/360radioco/3850488452567925610,Historia de Instagram,,Total,174,165,0,0,,0,,167,,
18084211760216978,17841401871496039,360radioco,360 Radio Colombia,,60,03/11/2026 05:57,https://www.instagram.com/stories/360radioco/3850487191516921853,Historia de Instagram,,Total,197,175,3,0,,0,,178,,
18112510951659191,17841401871496039,360radioco,360 Radio Colombia,,0,03/11/2026 05:56,https://www.instagram.com/stories/360radioco/3850487153256481448,Historia de Instagram,,Total,203,181,5,0,1.0,1,,183,,
17999887838883534,17841401871496039,360radioco,360 Radio Colombia,,60,03/11/2026 05:56,https://www.instagram.com/stories/360radioco/3850486678662560983,Historia de Instagram,,Total,214,184,2,0,,0,,203,,
18097372147982738,17841401871496039,360radioco,360 Radio Colombia,,0,03/11/2026 05:56,https://www.instagram.com/stories/360radioco/3850486404866807629,Historia de Instagram,,Total,245,207,2,0,,0,,202,,
17992008419927387,17841401871496039,360radioco,360 Radio Colombia,,58,03/10/2026 22:54,https://www.instagram.com/stories/360radioco/3850274101093391289,Historia de Instagram,,Total,185,161,4,0,,0,,171,,
18093488237096459,17841401871496039,360radioco,360 Radio Colombia,,0,03/10/2026 22:53,https://www.instagram.com/stories/360radioco/3850273884365279109,Historia de Instagram,,Total,200,169,2,1,,1,6.0,177,,
18081267926052657,17841401871496039,360radioco,360 Radio Colombia,,60,03/10/2026 22:48,https://www.instagram.com/stories/360radioco/3850271290431561027,Historia de Instagram,,Total,189,167,5,0,,0,,175,,
18072471539446893,17841401871496039,360radioco,360 Radio Colombia,,0,03/10/2026 22:47,https://www.instagram.com/stories/360radioco/3850270861899509966,Historia de Instagram,,Total,198,172,3,1,,0,,188,,
18156304432384788,17841401871496039,360radioco,360 Radio Colombia,,18,03/10/2026 22:46,https://www.instagram.com/stories/360radioco/3850270587608778640,Historia de Instagram,,Total,203,176,3,0,,1,,193,,
17952798090100510,17841401871496039,360radioco,360 Radio Colombia,,0,03/10/2026 22:46,https://www.instagram.com/stories/360radioco/3850270639089699701,Historia de Instagram,,Total,209,185,4,1,,0,1.0,196,,
17879430846484913,17841401871496039,360radioco,360 Radio Colombia,,60,03/10/2026 22:46,https://www.instagram.com/stories/360radioco/3850270193394562015,Historia de Instagram,,Total,205,184,3,0,,0,,197,,
17985250871958245,17841401871496039,360radioco,360 Radio Colombia,,0,03/10/2026 22:46,https://www.instagram.com/stories/360radioco/3850269931451867416,Historia de Instagram,,Total,223,197,3,0,,0,,200,,
18343646845243471,17841401871496039,360radioco,360 Radio Colombia,,60,03/10/2026 22:44,https://www.instagram.com/stories/360radioco/3850269474708921992,Historia de Instagram,,Total,241,209,6,0,1.0,1,,221,,
18140561905496336,17841401871496039,360radioco,360 Radio Colombia,,0,03/10/2026 22:44,https://www.instagram.com/stories/360radioco/3850269138065729984,Historia de Instagram,,Total,317,270,3,0,8.0,0,1.0,277,,
18567973732041204,17841401871496039,360radioco,360 Radio Colombia,,60,03/09/2026 17:02,https://www.instagram.com/stories/360radioco/3849372161283077449,Historia de Instagram,,Total,406,344,6,0,,0,,396,,
17857469223572686,17841401871496039,360radioco,360 Radio Colombia,,60,03/09/2026 17:01,https://www.instagram.com/stories/360radioco/3849372058992423060,Historia de Instagram,,Total,595,503,2,1,,1,,418,,
18160999234423860,17841401871496039,360radioco,360 Radio Colombia,,0,03/09/2026 17:01,https://www.instagram.com/stories/360radioco/3849371849184904494,Historia de Instagram,,Total,445,398,2,0,,0,1.0,419,,1.0
18081241580371185,17841401871496039,360radioco,360 Radio Colombia,,0,03/09/2026 17:00,https://www.instagram.com/stories/360radioco/3849371236908812646,Historia de Instagram,,Total,636,535,6,1,4.0,0,,505,,
17856164808654435,17841401871496039,360radioco,360 Radio Colombia,,0,03/08/2026 19:58,https://www.instagram.com/stories/360radioco/3848735816881681007,Historia de Instagram,,Total,2322,1556,9,1,9.0,0,,2064,,
18080065898621395,17841401871496039,360radioco,360 Radio Colombia,@nadiablel @lidiogarcia @jphernandezelbukelecolombiano @normahurtados @yessidpulgarsenador,0,03/08/2026 19:57,https://www.instagram.com/stories/360radioco/3848735674845797946,Historia de Instagram,,Total,2277,1686,10,0,3.0,0,,1897,,
18097305883783766,17841401871496039,360radioco,360 Radio Colombia,"@palomavalencial 
@jovenesconpaloma",60,03/08/2026 19:56,https://www.instagram.com/stories/360radioco/3848735119595413240,Historia de Instagram,,Total,2133,1842,31,2,2.0,2,,1783,,
17870047374570318,17841401871496039,360radioco,360 Radio Colombia,"@andresmartin7 
@andresgaviriacano 
@emilianap18 
@andresgaviria",0,03/08/2026 15:30,https://www.instagram.com/stories/360radioco/3848601397617407341,Historia de Instagram,,Total,2151,1837,7,1,5.0,0,48.0,1921,,
18081258536372824,17841401871496039,360radioco,360 Radio Colombia,,58,03/08/2026 12:41,https://www.instagram.com/stories/360radioco/3848516899680917674,Historia de Instagram,,Total,1993,1728,29,3,1.0,1,,1822,,
17944861692133549,17841401871496039,360radioco,360 Radio Colombia,,18,03/08/2026 12:41,https://www.instagram.com/stories/360radioco/3848516536898766697,Historia de Instagram,,Total,2057,1763,15,0,1.0,0,,1938,,
17959364175063346,17841401871496039,360radioco,360 Radio Colombia,,43,03/08/2026 12:41,https://www.instagram.com/stories/360radioco/3848516438483637307,Historia de Instagram,,Total,2179,1820,30,0,4.0,1,,2049,,
18036699995566230,17841401871496039,360radioco,360 Radio Colombia,,33,03/08/2026 12:40,https://www.instagram.com/stories/360radioco/3848516224733511658,Historia de Instagram,,Total,2219,1892,25,0,2.0,1,,2099,,
17918138142123213,17841401871496039,360radioco,360 Radio Colombia,,35,03/08/2026 12:40,https://www.instagram.com/stories/360radioco/3848515963537450666,Historia de Instagram,,Total,2484,2144,34,0,10.0,1,,2243,,
17923445724094346,17841401871496039,360radioco,360 Radio Colombia,,17,03/07/2026 20:04,https://www.instagram.com/stories/360radioco/3848044441307611167,Historia de Instagram,,Total,902,799,8,0,,0,,826,,
18072359477559110,17841401871496039,360radioco,360 Radio Colombia,,0,03/07/2026 20:03,https://www.instagram.com/stories/360radioco/3848043950632772358,Historia de Instagram,,Total,940,819,3,0,,0,,910,,
18300854494263088,17841401871496039,360radioco,360 Radio Colombia,,18,03/07/2026 20:01,https://www.instagram.com/stories/360radioco/3848042855323797348,Historia de Instagram,,Total,971,825,5,0,1.0,0,,868,,
18092684132114391,17841401871496039,360radioco,360 Radio Colombia,,0,03/07/2026 20:01,https://www.instagram.com/stories/360radioco/3848042780363259755,Historia de Instagram,,Total,958,858,4,0,,0,1.0,939,,
18098571853765005,17841401871496039,360radioco,360 Radio Colombia,,58,03/07/2026 19:56,https://www.instagram.com/stories/360radioco/3848040696716863508,Historia de Instagram,,Total,1032,863,12,0,3.0,0,,996,,
17864121930599807,17841401871496039,360radioco,360 Radio Colombia,,0,03/07/2026 19:55,https://www.instagram.com/stories/360radioco/3848039895109879462,Historia de Instagram,,Total,1061,890,6,0,2.0,0,1.0,995,,
18074566361451191,17841401871496039,360radioco,360 Radio Colombia,,33,03/07/2026 19:51,https://www.instagram.com/stories/360radioco/3848038022437059211,Historia de Instagram,,Total,1024,907,7,0,1.0,0,,983,,
18187077868363990,17841401871496039,360radioco,360 Radio Colombia,,0,03/07/2026 19:50,https://www.instagram.com/stories/360radioco/3848037415957468553,Historia de Instagram,,Total,1173,1006,5,0,6.0,0,40.0,1073,2.0,
18166317514405996,17841401871496039,360radioco,360 Radio Colombia,,0,03/06/2026 18:16,https://www.instagram.com/stories/360radioco/3847265257928944546,Historia de Instagram,,Total,178,152,2,0,1.0,0,,169,,
